,Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
1852,39,0,2,3,8,0,2,44,47,24,1,2,1,36,7,2
1853,33,0,1,2,11,0,1,19,84,80,1,1,1,10,8,1
1855,59,2,5,2,11,2,2,45,52,87,1,0,5,23,3,1
1856,52,1,6,6,19,2,0,76,34,86,2,5,14,41,12,0
1857,30,3,4,3,3,0,1,26,68,56,2,4,9,15,29,1
1858,48,0,20,1,2,0,0,32,69,94,1,2,1,31,4,1
1859,44,0,9,7,10,0,0,79,13,48,2,5,14,46,23,0
1860,30,0,0,2,6,1,1,25,67,57,1,2,1,20,0,1
1861,32,0,10,5,15,2,1,30,70,64,1,0,2,22,6,2
1862,60,1,9,1,1,1,0,36,51,56,2,2,5,34,15,2
1863,48,1,6,7,12,0,0,26,87,87,2,2,10,22,25,1
1864,24,3,3,7,12,0,1,94,8,73,2,3,14,72,13,0
1865,57,1,9,0,0,2,0,25,87,40,1,0,4,13,6,1
1866,43,0,4,4,20,1,0,45,46,42,1,2,2,31,4,0
1867,33,0,12,7,10,1,0,70,28,35,1,0,1,40,1,0
1868,40,1,11,7,10,1,1,81,32,53,2,2,14,80,28,0
1870,40,2,17,1,1,1,0,51,46,25,2,3,9,26,10,2
1871,33,2,9,1,5,2,0,40,69,80,2,2,13,32,14,2
1872,42,0,7,0,0,1,0,75,35,34,2,5,12,46,28,0
1873,54,2,4,5,15,1,0,52,44,66,2,5,13,33,13,2
1874,36,0,8,4,4,0,1,38,58,59,1,1,4,18,3,2
1875,26,0,5,4,20,0,0,13,80,91,1,2,3,11,9,1
1876,26,3,5,2,9,2,0,19,71,80,1,0,2,16,4,1
1877,52,0,5,7,10,2,1,63,38,69,1,1,3,53,2,2
1878,48,0,11,7,10,0,2,43,54,38,2,4,6,37,19,1
1879,51,2,5,7,21,2,0,36,60,23,1,1,1,30,8,2
1880,60,2,17,6,19,1,0,69,36,93,2,4,11,59,27,2
1881,41,0,1,4,23,1,1,53,44,70,1,1,0,45,5,0
1882,38,1,6,0,22,1,1,52,38,95,1,1,3,39,2,2
1883,60,2,13,0,0,2,1,24,68,59,1,2,2,19,2,1
1884,26,0,5,5,15,1,1,47,47,63,1,2,0,30,5,2
1885,46,2,0,4,4,2,1,89,3,94,2,2,12,64,22,0
1886,22,2,1,1,1,1,0,56,40,43,2,5,11,47,16,0
1887,49,1,11,2,9,1,1,30,70,41,1,0,1,22,2,1
1888,48,0,3,4,23,2,0,61,34,74,1,2,0,58,4,0
1890,35,0,4,7,12,2,0,70,13,61,2,5,9,38,24,0
1891,58,0,14,1,1,1,0,11,97,65,1,0,1,9,7,1
1892,25,2,4,4,20,1,0,38,69,30,1,2,0,17,0,2
1893,38,0,8,7,12,2,1,43,51,29,1,1,0,33,9,2
1894,22,1,1,4,4,2,0,60,34,44,2,2,7,31,27,0
1895,31,1,8,0,22,1,0,23,73,81,1,0,4,14,2,1
1896,40,2,5,2,11,1,0,42,51,82,1,0,1,29,3,1
1897,55,0,2,5,13,1,0,34,74,28,1,1,2,33,4,0
1898,38,0,7,7,10,1,0,78,17,94,2,4,8,77,6,0
1899,30,0,9,3,18,2,1,44,61,80,1,2,5,32,2,1
1900,52,1,15,6,19,2,0,48,54,74,1,0,5,26,2,0
1901,50,0,10,3,18,0,0,85,19,91,2,4,14,60,8,0
1902,34,0,13,3,3,1,1,22,61,69,1,2,0,18,2,1
1904,41,2,11,6,17,0,0,18,74,84,1,0,1,15,3,1
1905,46,0,10,0,0,1,1,60,56,30,2,4,11,38,5,2
1906,48,3,8,7,12,1,0,66,26,22,2,2,9,43,23,0
1907,54,0,15,1,2,2,2,43,33,45,1,0,4,42,0,2
1908,58,2,4,3,18,1,2,29,72,25,1,2,1,25,9,1
1909,59,0,8,0,0,1,0,43,63,61,1,0,4,31,0,2
1910,24,0,3,4,20,1,0,23,82,51,1,2,4,16,8,2
1911,30,2,9,4,4,2,1,19,82,28,1,2,1,15,4,1
1912,50,2,8,0,0,2,0,85,24,81,2,3,5,39,23,2
1913,30,2,4,2,9,1,0,48,58,44,2,3,12,28,20,1
1914,60,0,6,1,5,1,1,39,44,59,2,3,14,22,19,2
1915,23,1,2,3,3,2,0,56,36,27,2,3,6,39,16,0
1916,40,2,0,3,18,1,0,21,83,38,1,0,4,12,6,1
1917,23,2,2,6,19,2,1,55,36,68,1,0,3,54,1,0
1918,57,2,16,6,7,1,1,69,29,68,2,2,10,64,15,2
1919,45,0,18,6,17,2,0,78,5,82,2,3,5,62,7,0
1920,51,0,19,7,12,1,2,39,64,45,1,2,0,21,5,1
1921,28,0,5,3,8,0,0,76,28,92,2,3,11,46,26,0
1922,32,0,6,3,3,1,0,66,28,49,2,3,10,50,10,0
1923,43,0,14,2,6,1,1,62,58,86,2,3,10,41,28,1
1924,60,2,9,2,6,0,0,22,70,25,1,1,5,10,2,1
1925,34,2,0,3,18,1,0,45,36,49,1,1,3,23,0,2
1926,50,1,3,5,13,2,0,88,20,70,2,5,9,49,5,0
1927,55,0,0,5,13,0,1,22,85,54,1,0,1,14,4,2
1928,41,0,8,5,15,0,0,92,0,55,2,2,5,64,19,0
1929,53,0,10,7,21,0,1,77,14,35,2,3,12,59,23,0
1930,52,1,17,4,23,0,0,58,32,63,2,4,10,56,15,0
1931,23,2,2,6,17,1,2,93,0,23,2,5,11,91,18,0
1932,52,2,6,5,13,0,1,46,58,79,1,0,3,34,3,2
1933,57,2,1,7,12,2,2,31,97,39,1,1,2,16,5,1
1934,57,3,7,1,1,1,1,23,62,58,1,2,5,11,5,1
1935,42,1,7,0,16,1,0,34,57,83,1,0,3,32,2,2
1936,29,3,8,5,15,0,0,79,27,67,2,4,10,51,28,0
1937,48,0,0,1,5,1,2,80,16,26,2,4,9,67,12,0
1938,25,0,4,1,5,2,0,64,35,45,2,3,11,59,6,0
1941,59,0,12,5,13,1,0,55,43,87,1,1,0,42,9,0
1942,25,0,4,5,14,1,1,55,43,82,2,5,11,26,17,2
1943,40,2,11,2,6,1,1,17,88,54,1,0,5,13,9,1
1944,55,0,5,6,19,2,0,38,60,83,1,2,2,34,2,2
1945,27,0,6,7,12,1,1,62,21,81,2,2,14,33,21,2
1946,51,0,6,0,16,2,1,12,90,20,1,1,2,6,6,1
1947,24,2,3,2,6,1,1,49,54,63,2,5,11,40,27,1
1948,53,0,16,3,8,0,0,78,31,40,2,2,14,43,7,0
1949,47,0,6,4,23,1,1,38,63,82,1,2,2,27,8,1
1950,60,0,5,5,15,1,1,49,46,64,1,1,5,26,4,2
1951,21,0,0,7,21,2,1,22,76,21,1,0,1,12,1,2
1952,38,1,6,3,8,1,2,80,26,85,2,5,11,50,10,2
1953,37,0,0,6,17,2,1,12,91,74,1,0,4,10,0,1
1954,51,0,0,6,7,1,1,32,65,84,2,5,14,26,9,2
1955,42,2,5,4,4,1,0,67,14,69,2,3,12,40,6,0
1956,30,0,8,0,16,2,2,61,31,30,1,1,0,28,1,1
1957,21,0,0,5,14,0,0,64,16,90,1,0,1,51,1,0
1958,22,2,1,2,9,0,0,30,74,66,1,1,3,23,1,1
1959,23,0,2,1,5,2,1,42,51,68,1,1,1,35,4,2
1960,48,0,1,2,6,1,0,60,36,20,2,3,14,48,12,0
1961,29,1,4,5,13,1,2,11,85,22,1,2,1,7,5,1
1962,35,0,7,2,6,0,1,93,20,53,0,5,17,56,27,0
1963,28,2,7,0,16,1,1,86,0,91,2,3,10,63,15,2
1964,31,1,10,1,1,1,0,44,56,86,2,3,13,43,15,2
1965,43,0,4,0,22,0,0,86,0,71,2,3,9,80,7,0
1966,36,2,7,5,15,0,1,84,0,92,2,5,7,65,20,0
1967,47,0,2,0,0,1,0,21,70,71,1,2,5,13,8,1
1968,24,0,3,5,13,2,1,52,44,88,2,4,14,48,17,2
1969,57,3,3,5,15,1,2,32,66,42,1,2,2,31,9,1
1970,49,2,8,1,5,2,0,62,45,77,2,5,11,36,16,2
1971,26,2,5,3,8,2,0,36,78,84,1,1,0,20,4,1
1972,33,2,4,1,5,0,2,58,42,33,2,5,8,40,22,1
1973,23,0,2,6,7,1,0,68,32,23,2,2,12,51,14,0
1974,29,2,8,1,2,1,0,75,15,78,2,3,10,59,7,0
1975,36,2,15,7,12,1,0,94,10,50,2,4,14,65,7,0
1976,42,2,2,5,15,1,0,39,64,25,1,2,1,26,1,0
1977,24,2,3,3,18,1,0,67,36,66,2,3,13,47,11,2
1978,40,0,6,2,11,1,1,49,37,89,1,1,3,39,9,1
1979,55,3,13,0,0,2,1,41,55,85,1,1,1,30,6,1
1980,49,1,7,4,20,2,2,33,53,30,1,2,4,14,8,1
1981,48,0,16,0,16,2,0,48,58,51,1,2,4,31,9,1
1983,53,0,10,4,23,0,0,67,42,75,2,5,6,55,21,0
1984,50,2,9,2,9,1,1,74,33,60,2,5,11,35,18,2
1985,22,0,1,3,18,2,1,58,30,71,2,5,9,27,25,2
1986,25,0,4,4,23,1,1,47,45,46,1,2,5,22,7,2
1987,39,0,4,6,19,2,0,14,76,74,1,1,4,11,6,1
1988,47,1,11,2,9,2,1,94,0,87,2,2,13,90,13,0
1989,44,2,11,1,1,1,2,36,62,86,1,2,1,16,8,1
1990,47,0,5,7,12,2,1,51,53,78,1,2,4,26,7,2
1991,36,0,9,7,21,0,2,19,80,27,1,2,0,16,9,1
1992,35,0,8,7,21,0,0,12,91,92,1,2,1,5,0,1
1993,39,1,9,7,10,2,0,49,55,49,2,2,11,27,13,2
1994,37,0,11,3,8,2,1,10,77,70,1,0,4,9,3,1
1995,36,0,4,6,7,2,0,23,89,33,1,1,1,20,2,2
1996,40,2,6,0,22,1,2,57,58,80,2,3,14,47,29,1
1999,43,1,12,3,8,2,0,37,55,86,1,0,5,23,2,2
2000,43,3,13,6,19,2,0,45,58,76,1,2,3,29,7,2
2001,45,3,14,0,0,2,1,90,20,81,0,8,17,82,26,2
2003,25,3,4,7,12,0,0,45,47,30,1,2,3,39,2,2
2004,26,0,5,5,14,1,2,21,76,62,1,2,4,14,5,1
2005,30,0,9,1,1,2,0,28,92,51,1,2,4,15,9,1
2006,41,1,9,5,15,1,2,28,66,31,1,0,3,25,9,1
2007,43,2,14,4,4,0,0,57,47,67,2,5,9,43,7,2
2008,33,0,3,0,0,1,0,40,45,87,1,0,2,36,9,2
2009,38,1,0,2,9,2,0,12,94,68,1,0,5,6,8,1
2010,39,2,17,4,23,0,1,54,51,46,1,0,5,39,2,2
2011,33,2,3,6,19,2,1,66,40,78,1,1,4,55,0,2
2012,31,0,4,7,10,2,0,35,67,53,1,1,1,32,3,2
2013,34,2,8,6,19,1,0,53,37,78,2,5,12,36,26,2
2014,41,0,1,2,11,1,1,80,27,95,2,3,13,71,19,0
2015,46,2,12,3,8,0,2,76,30,60,2,3,13,57,12,2
2016,25,2,4,2,11,0,2,31,71,97,2,5,6,24,28,1
2017,26,2,4,0,16,1,1,90,2,20,2,5,10,80,12,0
2018,57,0,8,3,3,1,0,62,35,34,2,5,8,33,11,0
2019,35,1,7,5,13,1,0,63,37,38,2,2,8,34,21,0
2020,32,2,10,3,8,1,0,46,48,88,1,2,5,30,9,1
2021,54,3,9,3,8,2,0,52,46,67,2,4,9,35,17,2
2022,42,2,7,1,2,1,2,81,21,85,2,4,7,74,28,2
2023,44,2,9,3,18,2,2,63,53,33,2,2,9,56,8,1
2024,23,0,2,1,5,0,1,78,17,93,2,4,10,71,14,0
2025,30,2,7,4,23,1,1,48,35,52,1,0,0,33,9,2
2026,36,2,13,1,2,1,0,79,18,66,2,2,11,48,21,0
2027,22,2,1,5,15,2,0,78,22,88,2,4,10,49,5,0
2028,40,0,5,2,11,0,1,83,21,97,2,2,5,67,13,0
2030,29,1,8,7,12,1,1,92,5,42,2,2,12,81,18,0
2031,50,1,7,1,2,1,0,47,73,34,1,2,4,26,5,2
2032,53,2,7,5,13,2,0,53,38,55,2,2,12,50,28,0
2033,36,0,5,2,9,1,1,19,89,36,1,1,1,9,1,1
2034,30,2,9,1,2,1,2,83,18,37,2,5,7,59,27,2
2035,46,0,12,1,5,1,0,13,76,45,1,2,4,9,7,1
2036,33,1,12,1,1,1,0,34,53,41,1,1,5,23,9,2
2037,59,1,8,4,20,2,0,82,17,29,2,4,9,46,9,0
2038,52,0,8,6,17,1,2,62,18,50,2,5,5,47,15,2
2039,43,1,7,6,17,2,0,22,79,47,2,2,9,17,21,2
2040,34,2,13,7,21,2,1,35,57,38,1,0,2,19,1,1
2041,46,1,4,2,11,1,2,32,60,98,1,0,1,19,6,1
2042,52,0,13,4,20,0,1,83,19,85,2,5,5,56,14,0
2043,33,0,3,4,23,0,0,36,60,40,1,2,1,25,6,2
2044,59,0,9,6,19,2,0,13,91,71,1,1,0,7,2,1
2045,33,0,3,3,8,0,0,11,89,74,1,0,0,9,7,1
2046,50,0,0,1,1,0,2,83,21,93,2,5,9,74,17,0
2047,40,3,5,4,20,1,0,56,37,71,1,0,0,48,6,2
2048,53,0,7,1,2,2,1,64,38,61,2,4,8,60,28,0
2049,29,0,1,1,2,2,1,67,34,68,2,2,10,48,22,0
2050,39,0,0,1,5,2,1,50,46,23,1,2,1,45,4,0
2051,45,1,0,6,17,1,2,47,51,69,2,5,8,38,27,2
2052,34,1,5,5,15,1,2,78,25,78,2,5,10,35,27,2
2053,45,2,4,4,20,0,0,33,67,75,1,1,2,22,6,1
2054,48,0,9,1,1,0,1,82,21,60,2,4,10,65,11,0
2055,47,1,11,3,3,2,0,77,30,71,2,5,12,49,26,0
2056,37,0,8,0,16,1,2,41,48,55,1,2,1,35,8,1
2057,25,0,4,0,0,2,0,18,61,71,1,2,4,11,4,1
2058,43,1,5,1,1,1,1,59,42,93,2,4,13,36,24,2
2059,30,3,4,3,18,1,1,33,54,48,1,0,2,31,2,1
2060,38,1,15,2,6,1,1,84,30,57,2,5,8,73,10,0
2061,25,2,4,2,9,2,1,82,20,65,2,5,11,60,28,2
2062,56,1,6,0,0,0,0,56,34,34,2,4,6,33,8,2
2063,38,0,4,5,13,0,0,93,12,40,2,3,10,56,17,0
2065,28,0,7,0,22,1,1,61,50,77,2,5,7,37,27,1
2066,25,1,1,1,5,0,1,44,64,37,2,4,13,32,26,2
2067,47,1,5,7,21,2,0,30,70,63,1,0,3,28,6,2
2068,57,0,3,5,15,1,1,49,59,40,2,3,7,40,9,2
2069,51,2,3,4,23,1,1,72,8,73,2,4,13,43,12,0
2070,27,2,6,2,11,0,0,69,39,67,2,5,5,45,22,2
2071,55,2,13,2,6,1,0,23,74,47,1,0,3,15,1,1
2072,57,3,13,3,18,2,1,65,15,83,1,1,5,57,9,2
2073,36,3,1,1,5,2,1,37,50,41,1,2,2,17,6,2
2075,57,2,1,4,20,0,2,78,13,40,2,3,12,51,22,0
2076,26,0,5,7,21,0,1,68,34,55,2,5,10,61,15,0
2077,42,1,14,3,8,0,1,27,87,93,1,1,5,21,2,1
2078,53,0,13,2,9,2,1,75,9,71,2,2,12,37,17,2
2079,40,0,13,4,20,2,1,39,32,74,1,0,2,27,7,2
2080,32,1,4,7,21,2,1,61,21,30,1,0,3,46,3,0
2081,52,0,6,3,18,1,0,87,23,57,2,4,7,83,12,0
2082,46,2,0,5,13,1,0,51,63,27,2,2,5,30,29,0
2084,38,0,0,6,7,2,0,40,47,77,1,0,1,26,5,0
2085,48,1,7,0,16,0,2,66,24,41,2,4,7,38,8,2
2086,22,0,1,1,5,1,1,42,52,84,2,4,5,26,6,2
2087,43,0,5,6,17,0,1,14,89,25,1,0,0,9,4,1
2088,27,2,6,0,16,2,1,69,17,80,2,4,8,34,19,1
2089,35,2,9,7,10,0,1,42,49,53,1,2,4,29,6,1
2090,34,2,8,3,18,0,1,79,10,21,2,5,11,55,20,0
2091,53,2,14,2,6,1,0,85,0,59,2,4,8,52,23,0
2092,56,0,7,4,23,1,1,45,51,46,1,1,2,44,9,2
2093,39,0,14,2,11,2,0,15,73,72,1,1,5,13,2,1
2094,27,2,6,4,23,2,1,51,48,85,1,1,2,29,7,2
2095,57,2,9,6,17,1,2,41,52,66,1,1,2,24,3,1
2097,41,2,13,6,7,1,0,33,61,82,2,3,7,21,17,1
2098,38,2,10,7,21,1,0,72,33,23,2,2,7,63,9,0
2099,44,0,9,6,19,0,1,41,67,88,1,2,0,26,2,2
2100,32,0,10,4,23,2,0,51,44,41,1,2,1,36,9,0
2101,33,0,4,4,20,2,1,12,79,72,1,0,5,5,7,1
2102,36,0,13,4,23,1,1,61,50,55,2,2,7,41,10,2
2103,41,0,12,0,22,1,1,42,54,77,1,1,3,38,6,1
2104,47,0,16,4,4,1,1,64,24,34,2,5,9,47,13,0
2105,42,0,6,3,18,0,0,70,39,74,2,4,5,44,11,0
2106,59,2,7,7,21,2,1,38,72,89,1,2,5,21,1,1
2107,42,3,9,3,8,0,0,36,69,29,1,1,0,34,9,1
2108,37,0,16,3,18,0,1,45,50,65,1,0,0,27,4,1
2109,49,2,10,5,13,2,0,67,21,35,1,1,2,63,4,0
2111,30,1,9,4,23,0,0,14,100,78,1,2,5,6,7,1
2112,24,0,3,0,22,2,0,10,100,95,1,2,3,9,1,1
2113,59,0,15,6,17,2,0,78,5,94,2,5,7,36,9,0
2115,45,3,11,4,4,1,0,71,18,58,2,3,13,64,7,0
2116,52,0,10,0,16,1,0,94,6,60,2,5,6,70,23,0
2117,26,2,5,4,20,0,2,28,76,67,1,0,2,14,2,1
2119,33,0,12,6,19,2,2,61,39,91,2,3,8,36,20,1
2120,36,1,10,0,0,2,1,27,82,36,1,0,2,18,4,1
2121,23,0,2,5,13,1,1,45,49,61,2,4,12,43,19,0
2122,33,0,9,0,16,1,1,12,86,35,1,2,1,6,0,1
2123,53,0,5,1,1,1,2,14,100,29,1,1,0,7,1,1
2124,56,0,13,2,9,0,1,86,11,44,0,5,20,43,26,0
2125,50,0,11,2,6,2,0,77,28,83,2,5,10,56,12,0
2126,40,2,14,7,10,1,0,10,84,26,1,2,1,9,3,1
2127,58,0,5,5,13,1,0,84,15,48,2,2,7,80,20,0
2128,49,0,0,6,19,2,2,40,69,65,1,1,3,39,1,2
2129,57,0,3,1,5,1,0,14,72,89,1,2,5,11,9,1
2130,59,2,18,6,17,0,0,59,52,88,2,5,11,28,22,2
2132,41,2,9,0,22,0,1,74,33,68,2,2,13,53,5,2
2133,50,0,8,7,10,1,0,72,38,38,2,3,10,42,19,0
2134,57,0,9,1,5,1,0,26,65,30,1,0,5,25,6,2
2135,60,2,6,4,4,2,0,88,0,50,2,2,9,67,11,0
2136,37,0,11,2,9,0,1,61,29,94,2,5,10,52,21,2
2137,59,2,5,3,8,0,2,70,33,83,2,4,13,46,13,1
2138,56,0,9,3,8,1,2,15,84,63,1,1,0,7,1,1
2139,51,2,12,7,12,0,0,10,79,69,1,1,2,6,7,1
2140,46,1,15,4,4,1,1,90,16,89,2,4,5,78,29,0
2141,44,0,4,2,6,0,2,78,16,54,2,3,6,71,29,2
2142,40,0,8,2,6,2,2,89,15,54,2,4,12,42,6,2
2143,39,3,2,2,11,1,0,85,37,66,2,5,11,78,9,0
2144,47,0,11,7,12,0,1,49,77,46,1,0,4,41,2,2
2145,32,0,7,0,16,2,1,15,79,41,1,1,4,9,1,1
2146,51,1,4,7,21,2,0,46,49,24,1,0,4,37,6,0
2147,35,0,3,6,17,2,0,55,39,87,1,2,1,54,1,0
2148,30,0,5,7,21,0,0,77,26,37,2,5,11,70,10,0
2149,27,0,2,5,15,1,0,52,52,72,2,4,6,51,29,0
2150,33,0,7,2,11,0,2,71,27,88,2,4,9,38,21,1
2151,41,2,8,7,12,0,0,65,30,79,2,4,14,48,7,2
2152,25,1,4,5,13,1,1,22,78,40,1,2,0,11,6,2
2153,46,2,0,0,16,2,1,52,54,77,2,4,9,29,20,1
2154,32,2,5,6,19,2,1,91,6,77,2,4,13,67,13,0
2155,28,0,7,6,7,1,1,36,37,75,1,0,5,26,1,2
2156,51,0,15,5,13,1,1,53,55,48,1,1,5,40,8,2
2157,22,0,1,0,16,2,0,81,17,32,2,5,13,41,20,0
2158,52,2,6,2,6,2,1,56,50,40,2,2,13,44,24,1
2159,57,3,12,2,6,0,1,74,12,24,2,2,13,39,9,2
2160,57,0,5,0,16,1,1,31,72,33,1,1,4,28,9,1
2161,50,0,14,1,5,2,1,11,95,53,1,1,3,7,1,1
2163,42,0,18,7,12,0,1,31,71,64,1,2,3,22,0,1
2164,25,0,4,5,15,1,1,75,16,64,2,4,14,45,6,0
2165,21,1,0,3,8,1,0,79,29,69,2,2,7,37,27,0
2166,30,0,9,1,1,2,0,18,88,48,1,2,5,13,1,1
2167,39,0,13,7,10,1,1,65,38,39,2,4,13,53,25,0
2168,36,2,13,3,8,0,1,18,85,30,1,1,1,16,7,1
2169,57,0,0,3,18,1,0,21,96,61,1,1,4,17,1,1
2170,25,0,4,5,14,1,1,71,45,71,2,4,13,48,11,0
2171,22,0,1,5,13,1,0,60,27,39,2,5,5,52,26,0
2172,44,0,15,5,14,2,1,40,71,57,2,4,13,33,28,2
2173,57,0,14,3,8,0,1,13,74,58,1,1,0,6,6,1
2175,49,0,9,3,3,0,1,54,31,22,1,2,5,29,2,2
2177,52,1,6,6,7,2,0,31,70,40,1,1,2,20,0,2
2178,56,0,9,7,10,0,1,33,62,24,1,0,0,15,1,1
2179,21,0,0,5,13,2,1,79,29,63,2,3,13,75,13,0
2180,38,0,0,3,3,1,1,88,4,54,2,4,12,69,27,0
2181,51,1,12,7,21,1,0,31,74,57,1,0,1,17,5,2
2182,26,0,5,0,16,1,2,73,13,50,2,3,12,58,15,2
2183,40,2,8,3,18,2,1,79,20,54,2,5,12,69,29,0
2185,24,0,3,4,20,0,2,64,45,30,1,2,0,52,2,2
2186,43,1,8,0,16,1,0,44,68,22,2,4,8,38,20,2
2187,29,2,8,6,7,2,0,10,100,92,1,1,3,7,4,1
2188,22,3,1,6,17,1,2,57,47,36,2,5,6,50,11,2
2189,57,0,6,4,20,1,0,47,49,44,1,1,2,42,4,0
2190,56,1,11,1,1,0,0,50,47,61,1,1,5,47,5,0
2191,30,2,9,2,6,2,1,29,66,45,1,0,1,24,9,1
2192,51,0,6,1,5,2,1,25,95,50,1,1,5,22,3,1
2193,57,1,10,3,3,1,1,35,81,36,1,0,1,31,5,2
2194,46,0,14,5,13,1,0,38,78,64,1,2,4,36,8,2
2195,44,0,14,5,14,0,0,50,43,64,2,2,11,41,6,0
2196,54,0,13,2,6,1,2,37,45,54,1,0,4,27,2,1
2197,37,1,9,5,14,0,1,88,5,31,2,4,8,46,19,0
2198,29,0,8,0,0,2,0,37,63,59,1,1,3,28,7,1
2199,56,2,6,2,11,2,0,13,79,99,1,0,4,6,7,1
2200,37,2,0,2,9,0,1,93,5,25,0,8,24,58,43,0
2201,54,0,6,3,8,1,0,60,52,37,1,0,2,48,5,0
2202,38,0,4,5,15,1,1,65,42,60,2,3,13,57,22,0
2203,26,1,5,0,22,2,1,84,20,75,2,2,7,77,25,0
2204,55,0,0,0,16,0,1,38,66,31,1,2,5,31,9,2
2205,57,1,5,6,19,0,1,25,73,89,1,1,5,23,7,1
2206,49,2,10,1,2,0,1,74,30,20,2,3,8,36,23,2
2207,23,0,2,2,9,2,2,34,51,48,1,2,4,30,8,1
2209,21,0,0,0,22,2,1,39,67,90,1,1,2,29,1,1
2210,30,0,6,6,7,1,0,61,46,39,2,5,7,30,14,0
2211,41,1,9,0,0,2,1,78,37,93,2,3,5,38,15,2
2212,58,2,0,0,0,1,0,66,28,39,2,2,12,47,6,0
2213,30,0,9,6,7,2,0,61,37,67,2,3,5,41,20,0
2214,53,0,14,4,4,1,1,15,77,83,1,0,5,8,0,1
2215,33,0,5,3,18,1,1,66,11,53,2,3,5,46,14,0
2216,37,0,11,0,0,0,1,23,78,39,1,0,2,19,9,1
2217,41,0,16,6,7,1,0,20,86,88,1,1,5,11,5,1
2218,60,0,10,6,19,1,0,69,20,65,2,2,5,51,6,0
2219,45,1,8,0,0,1,0,35,56,59,1,2,2,19,7,2
2220,26,0,5,1,5,1,0,51,52,61,1,2,4,47,4,0
2221,57,0,13,5,13,1,1,20,82,81,1,1,4,10,9,1
2222,29,1,6,5,14,1,0,72,27,88,1,0,1,51,7,0
2223,45,3,8,0,16,2,1,54,58,93,2,2,8,27,11,1
2224,31,0,10,4,23,1,0,55,21,45,2,4,7,28,14,0
2225,55,2,16,3,3,1,0,87,22,46,2,3,9,54,8,0
2226,34,0,9,6,17,0,2,82,20,20,0,5,17,43,41,0
2227,31,3,10,1,1,1,0,35,56,24,1,0,2,17,9,2
2228,48,2,9,2,6,1,0,85,22,66,2,3,6,53,24,0
2229,24,1,3,3,8,0,0,93,5,78,2,2,10,90,20,0
2230,56,2,6,1,1,0,2,23,78,25,1,0,4,20,4,1
2231,21,0,0,6,7,2,1,40,50,85,1,1,4,18,0,2
2232,31,1,3,7,10,2,2,31,65,57,1,1,5,20,5,1
2233,47,2,12,6,7,1,0,12,84,81,1,0,5,8,7,1
2234,52,0,10,7,12,2,2,41,68,39,1,0,2,30,3,1
2235,42,0,8,1,2,1,2,69,28,53,2,5,6,49,10,2
2236,32,2,5,2,11,1,2,54,32,72,2,2,6,40,24,1
2237,35,0,3,4,4,0,0,32,64,36,1,2,1,29,5,2
2238,56,0,7,0,22,2,1,20,74,69,1,1,1,14,3,1
2239,34,3,13,1,1,1,0,79,18,28,2,2,12,40,28,0
2240,28,1,7,3,18,0,1,24,86,84,1,1,1,13,2,1
2241,22,0,1,5,13,1,0,77,28,34,2,2,7,42,14,0
2242,49,1,8,1,2,1,1,69,31,24,2,2,12,36,27,0
2243,57,2,10,6,17,1,0,85,11,84,0,6,16,45,42,0
2244,31,0,8,7,21,0,1,59,35,49,2,2,11,50,7,0
2245,21,0,0,4,4,2,2,27,55,49,1,1,4,21,4,1
2246,52,0,0,7,21,2,0,14,97,20,1,2,5,10,5,2
2248,45,1,0,7,12,1,1,13,95,53,1,2,5,11,3,1
2249,22,0,1,1,2,1,1,19,75,32,1,2,3,18,0,2
2250,60,3,9,3,8,1,1,27,48,87,1,0,5,18,6,1
2251,35,1,14,1,2,0,2,71,38,70,1,2,0,67,9,2
2252,58,2,5,3,8,0,1,72,25,67,2,5,5,39,24,2
2253,39,2,7,1,5,1,1,51,42,62,1,0,4,34,0,2
2254,44,0,14,1,5,2,1,40,53,39,2,5,10,38,20,2
2255,32,0,9,5,13,1,1,77,19,73,2,3,11,54,15,0
2256,60,2,8,1,5,0,1,90,0,44,2,3,7,52,23,0
2257,41,0,14,4,23,2,0,50,56,93,1,0,5,31,7,2
2258,35,0,2,7,12,1,0,30,78,58,1,0,0,28,1,2
2259,24,0,3,3,3,2,0,41,62,80,2,5,11,39,19,2
2260,52,0,4,2,6,1,0,91,2,64,2,3,11,72,26,0
2261,38,3,10,6,19,0,1,61,62,78,2,5,6,47,21,2
2263,54,0,14,5,13,0,0,12,83,53,1,1,3,8,6,1
2265,26,2,5,0,22,1,0,63,36,96,2,2,11,43,13,2
2266,37,2,4,2,11,1,2,92,12,81,2,4,7,63,27,2
2267,49,0,18,3,18,0,0,27,66,85,1,0,3,24,6,1
2268,49,2,10,7,12,0,0,14,99,30,1,1,2,7,5,1
2269,44,0,0,1,5,2,1,17,85,32,1,2,4,10,1,1
2270,49,1,6,6,7,2,0,44,65,34,1,0,0,22,2,0
2271,26,0,5,0,22,0,2,56,36,70,2,3,8,29,19,1
2272,31,1,10,7,12,0,1,33,55,56,1,2,1,22,7,2
2274,26,1,5,2,11,0,0,30,59,65,1,2,4,16,1,1
